房间,窗墙比,传热系数,辐射吸收系数,房间朝向,房间面积,房间人数,温度,湿度,Co2浓度,送风温度,监测时间,air volume
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,64,431,24,2024-07-13 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,64,422,24,2024-07-13 23:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,65,422,24,2024-07-14 01:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,65,419,24,2024-07-14 02:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,65,430,24,2024-07-14 02:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,65,416,24,2024-07-14 03:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,65,418,24,2024-07-14 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33,64,415,24,2024-07-14 04:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33,64,413,24,2024-07-14 05:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33,64,425,24,2024-07-14 05:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33,64,415,24,2024-07-14 06:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,64,411,24,2024-07-14 07:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.4,63,410,24,2024-07-14 08:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34.5,61,402,24,2024-07-14 09:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,35.2,57,447,24,2024-07-14 11:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,35.1,59,446,24,2024-07-14 12:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34.7,59,461,24,2024-07-14 14:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34.6,60,445,24,2024-07-14 14:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34.6,60,450,24,2024-07-14 15:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34.5,59,449,24,2024-07-14 16:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34.4,59,445,24,2024-07-14 16:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34.1,59,454,24,2024-07-14 20:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.9,57,434,24,2024-07-14 22:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.9,58,447,24,2024-07-14 22:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34,59,448,24,2024-07-14 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34,61,428,24,2024-07-15 01:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,34,62,425,24,2024-07-15 02:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.9,62,425,24,2024-07-15 03:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.8,62,422,24,2024-07-15 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.8,63,429,24,2024-07-15 04:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.8,63,419,24,2024-07-15 05:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.8,63,429,24,2024-07-15 05:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.8,63,414,24,2024-07-15 06:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.8,62,437,24,2024-07-15 07:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.8,61,439,24,2024-07-15 08:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,1,33.8,61,456,24,2024-07-15 08:30:00,1061
ROOM1,0.65,0.53,0.56,东北,56.96,1,27,58,451,24,2024-07-15 10:00:00,1057
ROOM1,0.65,0.53,0.56,东北,56.96,1,26.3,58,459,24,2024-07-15 10:30:00,624
ROOM1,0.65,0.53,0.56,东北,56.96,1,25.9,59,474,24,2024-07-15 11:00:00,1059
ROOM1,0.65,0.53,0.56,东北,56.96,1,25.5,59,463,24,2024-07-15 11:30:00,618
ROOM1,0.65,0.53,0.56,东北,56.96,1,25.3,60,470,24,2024-07-15 12:00:00,441
ROOM1,0.65,0.53,0.56,东北,56.96,4,24.4,61,466,24,2024-07-15 13:30:00,1058
ROOM1,0.65,0.53,0.56,东北,56.96,4,24.1,61,458,24,2024-07-15 14:00:00,1055
ROOM1,0.65,0.53,0.56,东北,56.96,5,24,61,455,24,2024-07-15 15:00:00,1063
ROOM1,0.65,0.53,0.56,东北,56.96,7,24.1,61,485,24,2024-07-15 15:30:00,1066
ROOM1,0.65,0.53,0.56,东北,56.96,6,24.1,61,490,24,2024-07-15 16:00:00,620
ROOM1,0.65,0.53,0.56,东北,56.96,4,24,61,483,24,2024-07-15 16:30:00,615
ROOM1,0.65,0.53,0.56,东北,56.96,4,23.8,61,463,24,2024-07-15 17:00:00,441
ROOM1,0.65,0.53,0.56,东北,56.96,4,30,63,441,24,2024-07-15 20:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,30.4,61,431,24,2024-07-15 21:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,30.5,61,428,24,2024-07-15 21:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,31,63,434,24,2024-07-15 23:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,31.1,63,424,24,2024-07-16 00:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.3,64,430,24,2024-07-16 01:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.3,64,416,24,2024-07-16 02:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.4,64,413,24,2024-07-16 02:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,65,432,24,2024-07-16 03:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.6,65,424,24,2024-07-16 05:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.7,65,416,24,2024-07-16 05:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.7,66,415,24,2024-07-16 06:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.9,66,426,24,2024-07-16 07:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,1,27.8,61,453,24,2024-07-16 09:00:00,1071
ROOM1,0.65,0.53,0.56,东北,56.96,1,24.9,59,452,24,2024-07-16 10:30:00,1061
ROOM1,0.65,0.53,0.56,东北,56.96,2,24.7,60,459,24,2024-07-16 11:00:00,621
ROOM1,0.65,0.53,0.56,东北,56.96,3,24.3,62,457,24,2024-07-16 12:30:00,1069
ROOM1,0.65,0.53,0.56,东北,56.96,5,23.3,63,458,24,2024-07-16 13:30:00,1063
ROOM1,0.65,0.53,0.56,东北,56.96,4,23.3,62,455,24,2024-07-16 14:30:00,1062
ROOM1,0.65,0.53,0.56,东北,56.96,6,23.4,63,459,24,2024-07-16 15:00:00,621
ROOM1,0.65,0.53,0.56,东北,56.96,8,23.4,63,476,24,2024-07-16 15:30:00,1069
ROOM1,0.65,0.53,0.56,东北,56.96,5,23.3,64,464,24,2024-07-16 16:30:00,1062
ROOM1,0.65,0.53,0.56,东北,56.96,14,23.2,64,472,24,2024-07-16 17:30:00,1059
ROOM1,0.65,0.53,0.56,东北,56.96,4,29.1,64,452,24,2024-07-16 20:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,29.6,67,445,24,2024-07-16 21:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,30.1,68,444,24,2024-07-16 22:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,30.2,68,443,24,2024-07-16 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,30.2,66,442,24,2024-07-17 00:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.2,66,431,24,2024-07-17 00:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.3,66,429,24,2024-07-17 01:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.3,66,427,24,2024-07-17 01:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.4,66,419,24,2024-07-17 02:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.4,66,424,24,2024-07-17 02:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.5,66,430,24,2024-07-17 03:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.5,66,432,24,2024-07-17 03:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.6,66,415,24,2024-07-17 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.6,66,423,24,2024-07-17 04:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.7,66,421,24,2024-07-17 05:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.7,67,428,24,2024-07-17 05:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.7,67,425,24,2024-07-17 06:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.7,67,418,24,2024-07-17 06:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.8,67,432,24,2024-07-17 07:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.2,64,423,24,2024-07-17 07:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.8,61,430,24,2024-07-17 08:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,25.7,59,435,24,2024-07-17 10:00:00,1067
ROOM1,0.65,0.53,0.56,东北,56.96,1,24.9,60,456,24,2024-07-17 11:30:00,1067
ROOM1,0.65,0.53,0.56,东北,56.96,1,24.6,61,442,24,2024-07-17 12:00:00,1067
ROOM1,0.65,0.53,0.56,东北,56.96,2,24.4,61,440,24,2024-07-17 12:30:00,1069
ROOM1,0.65,0.53,0.56,东北,56.96,2,23,62,438,24,2024-07-17 14:00:00,1073
ROOM1,0.65,0.53,0.56,东北,56.96,1,23.1,62,447,24,2024-07-17 14:30:00,1075
ROOM1,0.65,0.53,0.56,东北,56.96,1,23,62,447,24,2024-07-17 15:00:00,1069
ROOM1,0.65,0.53,0.56,东北,56.96,1,22.8,62,444,24,2024-07-17 15:30:00,1071
ROOM1,0.65,0.53,0.56,东北,56.96,3,22.6,63,440,24,2024-07-17 16:00:00,1072
ROOM1,0.65,0.53,0.56,东北,56.96,5,22.5,63,438,24,2024-07-17 16:30:00,1066
ROOM1,0.65,0.53,0.56,东北,56.96,4,27.9,65,432,24,2024-07-17 19:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,28.4,65,431,24,2024-07-17 19:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,29.5,67,413,24,2024-07-17 21:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,29.6,67,412,24,2024-07-17 22:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,29.7,67,439,24,2024-07-17 22:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,29.7,66,419,24,2024-07-17 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,29.6,66,415,24,2024-07-17 23:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,29.7,66,411,24,2024-07-18 00:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.8,66,406,24,2024-07-18 01:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.9,66,424,24,2024-07-18 01:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.9,66,408,24,2024-07-18 02:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30,67,408,24,2024-07-18 03:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.1,67,409,24,2024-07-18 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.2,67,420,24,2024-07-18 05:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.2,67,409,24,2024-07-18 05:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.3,67,405,24,2024-07-18 06:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.4,67,406,24,2024-07-18 06:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.7,68,415,24,2024-07-18 07:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,1,31.5,60,427,24,2024-07-18 08:30:00,1065
ROOM1,0.65,0.53,0.56,东北,56.96,1,27.5,59,427,24,2024-07-18 09:00:00,1072
ROOM1,0.65,0.53,0.56,东北,56.96,0,25.9,58,433,24,2024-07-18 09:30:00,1061
ROOM1,0.65,0.53,0.56,东北,56.96,1,23.7,62,455,24,2024-07-18 11:30:00,1059
ROOM1,0.65,0.53,0.56,东北,56.96,0,23.5,64,453,24,2024-07-18 12:00:00,1069
ROOM1,0.65,0.53,0.56,东北,56.96,0,23.2,65,446,24,2024-07-18 12:30:00,1072
ROOM1,0.65,0.53,0.56,东北,56.96,2,22.5,65,441,24,2024-07-18 13:30:00,1071
ROOM1,0.65,0.53,0.56,东北,56.96,7,27.1,68,426,24,2024-07-18 19:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,7,27.7,68,420,24,2024-07-18 19:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,6,27.9,68,417,24,2024-07-18 20:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,6,28,68,411,24,2024-07-18 20:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,6,28.2,68,421,24,2024-07-18 21:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,6,28.6,67,422,24,2024-07-18 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,6,28.8,68,412,24,2024-07-19 00:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,28.9,68,401,24,2024-07-19 00:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,28.9,68,414,24,2024-07-19 01:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29,69,409,24,2024-07-19 02:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.3,70,410,24,2024-07-19 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.3,70,418,24,2024-07-19 04:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.4,70,418,24,2024-07-19 05:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.5,70,417,24,2024-07-19 06:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.5,70,420,24,2024-07-19 06:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.6,70,428,24,2024-07-19 07:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.8,72,424,24,2024-07-19 08:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30,72,435,24,2024-07-19 08:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,1,25.9,65,431,24,2024-07-19 09:00:00,1073
ROOM1,0.65,0.53,0.56,东北,56.96,7,24.7,63,464,24,2024-07-19 09:30:00,1075
ROOM1,0.65,0.53,0.56,东北,56.96,6,24.3,63,463,24,2024-07-19 10:00:00,1070
ROOM1,0.65,0.53,0.56,东北,56.96,5,23.5,63,456,24,2024-07-19 11:00:00,1032
ROOM1,0.65,0.53,0.56,东北,56.96,6,22.3,64,443,24,2024-07-19 14:00:00,1031
ROOM1,0.65,0.53,0.56,东北,56.96,3,22.1,64,444,24,2024-07-19 14:30:00,1036
ROOM1,0.65,0.53,0.56,东北,56.96,4,22.1,65,449,24,2024-07-19 16:00:00,1034
ROOM1,0.65,0.53,0.56,东北,56.96,5,27.7,67,442,24,2024-07-19 20:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,27.9,68,441,24,2024-07-19 20:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,28.1,69,452,24,2024-07-19 21:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,28.2,67,450,24,2024-07-19 22:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,28.4,67,443,24,2024-07-19 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,28.5,68,438,24,2024-07-20 00:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,28.8,71,447,24,2024-07-20 01:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29,72,441,24,2024-07-20 03:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.1,72,456,24,2024-07-20 03:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.1,72,457,24,2024-07-20 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.2,73,450,24,2024-07-20 04:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.4,73,443,24,2024-07-20 06:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.4,73,444,24,2024-07-20 06:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.6,70,453,24,2024-07-20 07:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.8,68,458,24,2024-07-20 09:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.8,67,445,24,2024-07-20 10:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.2,66,445,24,2024-07-20 11:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.3,67,445,24,2024-07-20 11:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.2,67,457,24,2024-07-20 12:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.1,68,449,24,2024-07-20 12:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32,68,453,24,2024-07-20 13:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.9,69,457,24,2024-07-20 14:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.7,71,461,24,2024-07-20 15:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.7,71,456,24,2024-07-20 17:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.6,71,444,24,2024-07-20 19:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,72,442,24,2024-07-20 20:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,72,453,24,2024-07-20 21:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,72,444,24,2024-07-20 21:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,72,456,24,2024-07-20 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,73,442,24,2024-07-21 02:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,73,437,24,2024-07-21 03:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,73,448,24,2024-07-21 03:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,72,446,24,2024-07-21 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,72,435,24,2024-07-21 05:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.5,61,445,24,2024-07-21 09:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.7,61,441,24,2024-07-21 10:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.7,61,456,24,2024-07-21 11:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.6,62,450,24,2024-07-21 12:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.5,64,454,24,2024-07-21 12:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.3,64,435,24,2024-07-21 13:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33.1,63,436,24,2024-07-21 14:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33,65,444,24,2024-07-21 15:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,33,66,439,24,2024-07-21 16:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.9,66,454,24,2024-07-21 17:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,65,439,24,2024-07-21 18:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.5,63,441,24,2024-07-21 19:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.5,63,444,24,2024-07-21 19:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,62,439,24,2024-07-21 20:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,65,416,24,2024-07-21 22:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,66,412,24,2024-07-21 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,67,413,24,2024-07-22 00:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,67,410,24,2024-07-22 00:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,67,410,24,2024-07-22 01:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,68,415,24,2024-07-22 01:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,68,400,24,2024-07-22 02:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,68,414,24,2024-07-22 03:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,68,408,24,2024-07-22 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,69,417,24,2024-07-22 05:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,69,408,24,2024-07-22 05:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,69,410,24,2024-07-22 06:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,32.4,69,405,24,2024-07-22 06:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,1,32.8,64,421,24,2024-07-22 08:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,25.9,61,441,24,2024-07-22 10:00:00,1039
ROOM1,0.65,0.53,0.56,东北,56.96,2,25.2,61,435,24,2024-07-22 10:30:00,1025
ROOM1,0.65,0.53,0.56,东北,56.96,2,24.9,62,438,24,2024-07-22 11:00:00,1038
ROOM1,0.65,0.53,0.56,东北,56.96,2,24.2,62,452,24,2024-07-22 12:00:00,1026
ROOM1,0.65,0.53,0.56,东北,56.96,5,23.5,63,438,24,2024-07-22 13:00:00,1027
ROOM1,0.65,0.53,0.56,东北,56.96,5,23.1,63,444,24,2024-07-22 13:30:00,1031
ROOM1,0.65,0.53,0.56,东北,56.96,6,22.7,63,433,24,2024-07-22 16:00:00,1033
ROOM1,0.65,0.53,0.56,东北,56.96,4,22.7,64,416,24,2024-07-22 17:00:00,1026
ROOM1,0.65,0.53,0.56,东北,56.96,4,22.7,64,417,24,2024-07-22 17:30:00,137.50999
ROOM1,0.65,0.53,0.56,东北,56.96,4,25.6,61,401,24,2024-07-22 18:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,4,28,62,404,24,2024-07-22 19:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,3,29.2,64,404,24,2024-07-22 20:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,3,29.3,64,407,24,2024-07-22 21:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,3,29.5,65,400,24,2024-07-22 22:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,3,29.6,66,400,24,2024-07-22 22:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,3,29.7,66,406,24,2024-07-22 23:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,3,29.8,67,411,24,2024-07-23 00:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30,66,410,24,2024-07-23 02:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.1,67,406,24,2024-07-23 02:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.1,67,408,24,2024-07-23 03:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.2,68,406,24,2024-07-23 04:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.2,68,400,24,2024-07-23 04:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.2,68,400,24,2024-07-23 05:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.3,69,400,24,2024-07-23 06:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.4,69,400,24,2024-07-23 06:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,30.9,65,400,24,2024-07-23 07:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,31.5,62,400,24,2024-07-23 08:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,8,26.1,59,454,24,2024-07-23 09:30:00,1030
ROOM1,0.65,0.53,0.56,东北,56.96,6,25.5,59,455,24,2024-07-23 10:00:00,1027
ROOM1,0.65,0.53,0.56,东北,56.96,7,24.9,60,445,24,2024-07-23 11:00:00,1030
ROOM1,0.65,0.53,0.56,东北,56.96,8,24.6,59,446,24,2024-07-23 11:30:00,1034
ROOM1,0.65,0.53,0.56,东北,56.96,9,24.4,60,458,24,2024-07-23 12:00:00,1009
ROOM1,0.65,0.53,0.56,东北,56.96,9,24.3,60,440,24,2024-07-23 12:30:00,575
ROOM1,0.65,0.53,0.56,东北,56.96,7,23.9,61,442,24,2024-07-23 13:00:00,575
ROOM1,0.65,0.53,0.56,东北,56.96,7,23.5,61,424,24,2024-07-23 13:30:00,396
ROOM1,0.65,0.53,0.56,东北,56.96,8,23.3,62,428,24,2024-07-23 14:00:00,398
ROOM1,0.65,0.53,0.56,东北,56.96,7,23.4,62,435,24,2024-07-23 14:30:00,564
ROOM1,0.65,0.53,0.56,东北,56.96,8,23.4,62,432,24,2024-07-23 15:00:00,561
ROOM1,0.65,0.53,0.56,东北,56.96,6,23.2,62,433,24,2024-07-23 15:30:00,396
ROOM1,0.65,0.53,0.56,东北,56.96,7,23.1,62,431,24,2024-07-23 16:00:00,966
ROOM1,0.65,0.53,0.56,东北,56.96,8,23,63,440,24,2024-07-23 16:30:00,567
ROOM1,0.65,0.53,0.56,东北,56.96,7,22.9,63,417,24,2024-07-23 17:00:00,395
ROOM1,0.65,0.53,0.56,东北,56.96,6,22.9,64,432,24,2024-07-23 17:30:00,396
ROOM1,0.65,0.53,0.56,东北,56.96,7,26.1,58,411,24,2024-07-23 18:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,5,28.9,65,401,24,2024-07-23 20:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,5,29.1,66,400,24,2024-07-23 20:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,5,29.2,67,417,24,2024-07-23 21:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,5,29.4,65,411,24,2024-07-23 22:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,5,29.6,66,400,24,2024-07-24 00:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.6,66,410,24,2024-07-24 00:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.7,67,400,24,2024-07-24 01:00:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.9,67,401,24,2024-07-24 02:30:00,0
ROOM1,0.65,0.53,0.56,东北,56.96,0,29.9,67,408,24,2024-07-24 03:00:00,0
